se2,se4,se5,se9,se3a,q8,q9,q12,q13,q6,q93,q130,q5,q38,q40,q108,q110,q124,q126,q128,q32,q48,q49,q94,q103,q104,country
1.0,2.0,5.0,3.0,49.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,Singapore
1.0,2.0,9.0,3.0,33.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,Singapore
2.0,2.0,1.0,1.0,72.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,Singapore
1.0,2.0,4.0,1.0,46.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,Singapore
2.0,2.0,3.0,2.0,54.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,Singapore
2.0,1.0,7.0,2.0,34.0,4.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,Singapore
1.0,3.0,4.0,2.0,46.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,Singapore
1.0,2.0,4.0,1.0,44.0,4.0,4.0,4.0,4.0,5.0,3.0,1.0,5.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,Singapore
1.0,1.0,5.0,99.0,60.0,4.0,4.0,4.0,4.0,5.0,3.0,1.0,5.0,2.0,1.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,Singapore
2.0,2.0,2.0,1.0,72.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,Singapore
2.0,2.0,7.0,1.0,38.0,1.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,Singapore
1.0,2.0,2.0,2.0,56.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,2.0,Singapore
2.0,2.0,3.0,1.0,43.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,2.0,Singapore
1.0,1.0,4.0,1.0,56.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,Singapore
1.0,5.0,4.0,1.0,44.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,3.0,3.0,Singapore
2.0,2.0,3.0,2.0,51.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,Singapore
1.0,2.0,5.0,2.0,64.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,Singapore
1.0,1.0,6.0,1.0,24.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,Singapore
2.0,2.0,1.0,1.0,60.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,Singapore
2.0,5.0,2.0,1.0,44.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,Singapore
1.0,2.0,5.0,1.0,47.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,Singapore
1.0,2.0,9.0,5.0,29.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,5.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,1.0,3.0,2.0,4.0,3.0,3.0,Singapore
2.0,2.0,7.0,4.0,35.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,4.0,1.0,2.0,2.0,2.0,3.0,3.0,2.0,Singapore
1.0,1.0,9.0,1.0,23.0,4.0,4.0,4.0,3.0,5.0,4.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,Singapore
1.0,1.0,8.0,4.0,23.0,3.0,3.0,1.0,3.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,Singapore
1.0,1.0,5.0,1.0,24.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,Singapore
2.0,2.0,9.0,5.0,29.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,Singapore
2.0,4.0,2.0,1.0,58.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,Singapore
2.0,6.0,4.0,1.0,34.0,3.0,3.0,3.0,3.0,4.0,3.0,1.0,3.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,3.0,2.0,4.0,1.0,Singapore
1.0,2.0,2.0,2.0,52.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,3.0,1.0,2.0,4.0,4.0,3.0,4.0,3.0,1.0,2.0,2.0,1.0,4.0,1.0,Singapore
2.0,4.0,1.0,3.0,70.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,Singapore
2.0,2.0,1.0,1.0,48.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,Singapore
1.0,1.0,5.0,3.0,26.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,Singapore
2.0,2.0,7.0,1.0,68.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,Singapore
1.0,2.0,3.0,3.0,42.0,3.0,2.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,1.0,Singapore
1.0,2.0,5.0,99.0,73.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,3.0,2.0,4.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,Singapore
1.0,2.0,9.0,5.0,52.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,Singapore
1.0,2.0,6.0,5.0,48.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,Singapore
1.0,2.0,9.0,3.0,42.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,1.0,Singapore
1.0,2.0,7.0,5.0,48.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,2.0,1.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Singapore
1.0,2.0,7.0,1.0,27.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,Singapore
1.0,1.0,9.0,5.0,23.0,3.0,3.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,2.0,Singapore
1.0,2.0,5.0,3.0,55.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,4.0,4.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,Singapore
1.0,1.0,8.0,5.0,23.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,Singapore
2.0,2.0,6.0,5.0,46.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,Singapore
2.0,2.0,7.0,99.0,44.0,4.0,4.0,2.0,4.0,5.0,3.0,3.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,Singapore
2.0,2.0,6.0,4.0,42.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,Singapore
2.0,2.0,8.0,4.0,61.0,4.0,4.0,4.0,4.0,5.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,Singapore
1.0,2.0,9.0,5.0,33.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,Singapore
1.0,2.0,4.0,99.0,70.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,Singapore
1.0,2.0,7.0,2.0,58.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,Singapore
2.0,2.0,5.0,4.0,43.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,Singapore
1.0,2.0,9.0,5.0,41.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,4.0,3.0,2.0,3.0,1.0,2.0,2.0,2.0,Singapore
1.0,2.0,7.0,3.0,41.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,Singapore
1.0,2.0,9.0,5.0,50.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,Singapore
2.0,1.0,9.0,4.0,31.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,Singapore
1.0,2.0,9.0,5.0,59.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,Singapore
2.0,2.0,7.0,5.0,35.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,4.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,Singapore
1.0,2.0,10.0,99.0,59.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,1.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,Singapore
1.0,1.0,9.0,2.0,60.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,5.0,2.0,1.0,2.0,3.0,4.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,Singapore
1.0,2.0,5.0,2.0,43.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Singapore
1.0,2.0,5.0,5.0,51.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,Singapore
2.0,2.0,7.0,5.0,45.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,Singapore
2.0,2.0,6.0,99.0,34.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,Singapore
2.0,2.0,6.0,3.0,44.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,Singapore
1.0,2.0,7.0,4.0,36.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,Singapore
2.0,2.0,9.0,4.0,38.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,Singapore
1.0,2.0,9.0,5.0,40.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,Singapore
1.0,2.0,5.0,2.0,28.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,Singapore
2.0,2.0,7.0,99.0,39.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Singapore
2.0,2.0,7.0,99.0,38.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,Singapore
1.0,2.0,5.0,3.0,68.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,Singapore
2.0,2.0,10.0,4.0,40.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,Singapore
2.0,2.0,5.0,5.0,51.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,4.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,Singapore
2.0,2.0,5.0,4.0,43.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,Singapore
2.0,2.0,5.0,5.0,43.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,Singapore
1.0,2.0,10.0,4.0,55.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,Singapore
1.0,2.0,9.0,5.0,33.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,Singapore
2.0,2.0,10.0,5.0,35.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,Singapore
2.0,1.0,8.0,5.0,21.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,Singapore
1.0,2.0,7.0,5.0,43.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,Singapore
2.0,2.0,5.0,99.0,38.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,4.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,Singapore
2.0,1.0,10.0,99.0,33.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,Singapore
1.0,2.0,9.0,5.0,47.0,4.0,4.0,3.0,4.0,4.0,3.0,1.0,4.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,Singapore
1.0,2.0,7.0,5.0,47.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,Singapore
1.0,2.0,5.0,5.0,43.0,4.0,4.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,2.0,Singapore
1.0,2.0,5.0,3.0,56.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,Singapore
2.0,2.0,9.0,5.0,45.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,5.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,Singapore
2.0,2.0,5.0,4.0,44.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,4.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,Singapore
1.0,1.0,9.0,2.0,39.0,3.0,4.0,2.0,2.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,Singapore
2.0,2.0,5.0,2.0,54.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,Singapore
1.0,6.0,5.0,2.0,34.0,4.0,4.0,4.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,Singapore
1.0,2.0,5.0,2.0,28.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,Singapore
1.0,1.0,7.0,2.0,23.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,5.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,Singapore
1.0,1.0,9.0,4.0,30.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,Singapore
1.0,2.0,9.0,3.0,36.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,Singapore
1.0,1.0,5.0,1.0,62.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,Singapore
1.0,1.0,5.0,1.0,72.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,Singapore
1.0,2.0,5.0,2.0,27.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,Singapore
2.0,2.0,5.0,2.0,38.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,Singapore
1.0,2.0,10.0,5.0,33.0,3.0,3.0,3.0,3.0,5.0,3.0,2.0,5.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,Singapore
1.0,1.0,8.0,2.0,21.0,3.0,3.0,3.0,3.0,5.0,4.0,2.0,5.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,Singapore
1.0,2.0,9.0,4.0,49.0,2.0,3.0,2.0,3.0,4.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,4.0,1.0,3.0,4.0,4.0,3.0,2.0,Singapore
1.0,1.0,4.0,1.0,26.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,4.0,2.0,Singapore
1.0,2.0,4.0,1.0,57.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,Singapore
1.0,1.0,4.0,2.0,53.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,Singapore
2.0,2.0,5.0,1.0,42.0,3.0,4.0,3.0,3.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,Singapore
2.0,2.0,5.0,3.0,32.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,Singapore
1.0,2.0,7.0,3.0,36.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,Singapore
1.0,1.0,5.0,2.0,23.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,Singapore
2.0,2.0,5.0,3.0,52.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,Singapore
2.0,2.0,7.0,2.0,46.0,4.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,2.0,1.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,Singapore
1.0,2.0,10.0,99.0,36.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,Singapore
1.0,1.0,9.0,3.0,26.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,Singapore
1.0,3.0,9.0,5.0,32.0,2.0,3.0,3.0,3.0,5.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,1.0,1.0,Singapore
1.0,2.0,5.0,3.0,54.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,Singapore
1.0,1.0,9.0,3.0,28.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,Singapore
2.0,2.0,7.0,4.0,55.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,Singapore
1.0,2.0,5.0,2.0,55.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,Singapore
2.0,2.0,1.0,2.0,61.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,Singapore
2.0,2.0,2.0,1.0,48.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,1.0,2.0,3.0,2.0,Singapore
1.0,2.0,4.0,1.0,62.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,Singapore
2.0,2.0,7.0,2.0,45.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,Singapore
2.0,1.0,1.0,1.0,80.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,Singapore
1.0,2.0,3.0,2.0,71.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,Singapore
2.0,2.0,9.0,4.0,40.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,3.0,Singapore
1.0,2.0,9.0,3.0,36.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,Singapore
